,raceId,year,round,weather
503,504,1980,7,Dry
504,505,1980,8,not found
505,506,1980,9,"Overcast, Dry"
506,507,1980,10,"Mild, Dry"
507,508,1980,11,"Sunny, Mild, Dry"
508,509,1980,12,"Sunny, Mild, Dry"
509,510,1980,13,Cold and dry with temperatures reaching up to 11 °C (52 °F); wind speeds up to 15.9 kilometres per hour (9.9 mph)[1]
510,511,1980,14,Cloudy and dry with temperatures reaching up to 12 °C (54 °F);Wind speeds up to 14.82 km/h (9.21 mph)[1]
511,512,1979,1,Dry
512,513,1979,2,Dry
513,514,1979,3,Wet
514,515,1979,4,Sunny and warm with temperatures reaching up to 66 °F (19 °C); winds gusting up to 8 miles per hour (13 km/h)[1]
515,516,1979,5,Dry
516,517,1979,6,Dry
517,518,1979,7,Dry
518,519,1979,8,Dry
519,520,1979,9,Dry
520,521,1979,10,Dry
521,522,1979,11,Dry
522,523,1979,12,Dry
523,524,1979,13,Dry and sunny
524,525,1979,14,"Partially cloudy, mild and dry with temperatures reaching up to 21 °C (70 °F); wind speeds up to 18.3 kilometres per hour (11.4 mph)[1]"
525,526,1979,15,Rain with temperatures reaching a maximum of 15 °C (59 °F);Wind speeds up to 27.78 km/h (17.26 mph)[1]
526,527,1978,1,Dry
527,528,1978,2,"Very hot and humid, 100.4°F (38°C)[1]"
528,529,1978,3,Dry
529,530,1978,4,Scattered clouds 17 °C (63 °F)[1]
530,531,1978,5,Dry
531,532,1978,6,Dry
532,533,1978,7,Dry
533,534,1978,8,Sunny and warm
534,535,1978,9,Dry
535,536,1978,10,Dry
536,537,1978,11,Dry
537,538,1978,12,Wet
538,539,1978,13,Dry
539,540,1978,14,Sunny
540,541,1978,15,"Cloudy, dry"
541,542,1978,16,Mostly cloudy5 °C (41 °F)[1]
542,543,1977,1,Dry
543,544,1977,2,Dry
544,545,1977,3,Sunny
545,546,1977,4,Temperatures of 68 °F (20 °C); winds of 10.9 miles per hour (17.5 km/h)[1]
546,547,1977,5,not found
547,548,1977,6,Dry
548,549,1977,7,Wet
549,550,1977,8,Dry
550,551,1977,9,Dry
551,552,1977,10,Sunny
552,553,1977,11,Dry
553,554,1977,12,"Wet, then drying"
554,555,1977,13,Dry
555,556,1977,14,Dry
556,557,1977,15,Rain with temperatures reaching up to 17 °C (63 °F);Winds gusting up to 23.69 km/h (14.72 mph)[1]
557,558,1977,16,Cold with temperatures approaching 12 °C (54 °F); wind speeds up to 12.8 kilometres per hour (8.0 mph)[1]
558,559,1977,17,Dry
559,560,1976,1,Sunny
560,561,1976,2,Sunny
561,562,1976,3,Hot and sunny with temperatures reaching up to 70 °F (21 °C); wind speeds approaching speeds up to 15 miles per hour (24 km/h)[2]
562,563,1976,4,not found
563,564,1976,5,not found
564,565,1976,6,Dry
565,566,1976,7,Dry
566,567,1976,8,not found
567,568,1976,9,Dry
568,569,1976,10,"Rain at start, later drying"
569,570,1976,11,not found
570,571,1976,12,"Warm, dry"
571,572,1976,13,not found
572,573,1976,14,Mild with temperatures approaching 22 °C (72 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[2]
573,574,1976,15,Sunny with temperatures reaching up to 16 °C (61 °F);Winds gusting up to 44.45 km/h (27.62 mph)[2]
574,575,1976,16,"Very wet and misty, eventually drying"
575,576,1975,1,Hot and sunny
576,577,1975,2,"Sunny, hot and dry"
577,578,1975,3,Sunny
578,579,1975,4,Sunny
579,580,1975,5,"Rain, later drying"
580,581,1975,6,Dry and sunny
581,582,1975,7,Dry
582,583,1975,8,"Wet, drying later"
583,584,1975,9,Dry and sunny
584,585,1975,10,"Sunny, then overcast, then heavy rain"
585,586,1975,11,Dry and sunny
586,587,1975,12,Heavy rain
587,588,1975,13,Dry and sunny
588,589,1975,14,Partly sunny with temperatures reaching a maximum of 20.6 °C (69.1 °F);Winds gusting up to 31.48 km/h (19.56 mph)[1]
589,590,1974,1,Hot and sunny
590,591,1974,2,"Hot and partially cloudy in the first phase, then seasonal monsoon later."
591,592,1974,3,not found
592,593,1974,4,not found
593,594,1974,5,not found
594,595,1974,6,not found
595,596,1974,7,not found
596,597,1974,8,not found
597,598,1974,9,not found
598,599,1974,10,not found
599,600,1974,11,"Overcast, showers"
600,601,1974,12,not found
601,602,1974,13,not found
602,603,1974,14,Cold with temperatures approaching 13.3 °C (55.9 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[1]
603,604,1974,15,"Clear, warm"
604,605,1973,1,not found
605,606,1973,2,Sunny and hot
606,607,1973,3,"Sunny, Hot, Dry"
607,608,1973,4,"Sunny, Hot, Dry"
608,609,1973,5,"Warm, dry"
609,610,1973,6,not found
610,611,1973,7,not found
611,612,1973,8,Sunny and warm
612,613,1973,9,Dry
613,614,1973,10,Dry
614,615,1973,11,Dry
615,616,1973,12,not found
616,617,1973,13,not found
617,618,1973,14,Mild with temperatures approaching 22.2 °C (72.0 °F); wind speeds up to 11.8 kilometres per hour (7.3 mph)[1]
618,619,1973,15,Cloudy with temperatures approaching 20 °C (68 °F);Wind speeds up to 14.82 km/h (9.21 mph)[1]
619,620,1972,1,not found
620,621,1972,2,"Sunny, Hot, Dry"
621,622,1972,3,not found
622,623,1972,4,Wet
623,624,1972,5,not found
624,625,1972,6,not found
625,626,1972,7,"Warm, dry"
626,627,1972,8,not found
627,628,1972,9,"Sunny, hot"
628,629,1972,10,Dry and sunny
629,630,1972,11,Mild with temperatures approaching 22.8 °C (73.0 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[1]
630,631,1972,12,"Sunny at start, brief showers late"
631,632,1971,1,"Sunny, Hot, Dry"
632,633,1971,2,"Sunny, Hot, Dry"
633,634,1971,3,Overcast
634,635,1971,4,Wet
635,636,1971,5,not found
636,637,1971,6,"Overcast, dry"
637,638,1971,7,not found
638,639,1971,8,Dry
639,640,1971,9,not found
640,641,1971,10,Rainy and foggy with temperatures approaching 17.8 °C (64.0 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1]
641,642,1971,11,Dry
642,643,1970,1,"Very hot, Dry"
643,644,1970,2,"Very hot, Dry"
644,645,1970,3,Sunny and warm
645,646,1970,4,not found
646,647,1970,5,Cloudy
647,648,1970,6,Overcast
648,649,1970,7,not found
649,650,1970,8,not found
650,651,1970,9,not found
651,652,1970,10,"Sunny, Dry"
652,653,1970,11,Mild with temperatures approaching 23.3 °C (73.9 °F); winds gusting up to 10.1 kilometres per hour (6.3 mph)[1]
653,654,1970,12,Cloudy and dry with temperatures reaching up to 10 °C (50 °F);Wind speeds up to 29.5 km/h (18.3 mph)[1]
654,655,1970,13,not found
655,656,1969,1,"Hot, Dry"
656,657,1969,2,"Sunny, mild, dry"
657,658,1969,3,"Overcast, mild, dry"
658,659,1969,4,"Sunny, mild, dry"
659,660,1969,5,"Sunny, mild, dry"
660,661,1969,6,"Overcast, dry"
661,662,1969,7,not found
662,663,1969,8,"Sunny, Dry"
663,664,1969,9,Mild with temperatures approaching 21.1 °C (70.0 °F); wind speeds up to 10.1 kilometres per hour (6.3 mph)[1]
664,665,1969,10,Dry with temperatures reaching up to 18 °C (64 °F);Wind speeds up to 18.70 km/h (11.62 mph)[1]
665,666,1969,11,Warm and dry
666,667,1968,1,"Very hot, dry"
667,668,1968,2,"Hot, Dry"
668,669,1968,3,"Sunny, Mild, Dry"
669,670,1968,4,"Overcast, Dry"
670,671,1968,5,Showers
671,672,1968,6,Wet
672,673,1968,7,"Hot, Dry"
673,674,1968,8,"Hazy, Wet"
674,675,1968,9,"Hot, Dry"
675,676,1968,10,Sunny with temperatures reaching up to 27.8 °C (82.0 °F) and wind speeds up to 10.1 kilometres per hour (6.3 mph); no precipitation reported throughout the day[1]
676,677,1968,11,Temperatures reaching a maximum of 20 °C (68 °F);wind speeds up to 14.82 km/h (9.21 mph)[1]
677,678,1968,12,"Sunny, Mild, Dry"
678,679,1967,1,not found
679,680,1967,2,not found
680,681,1967,3,not found
681,682,1967,4,not found
682,683,1967,5,not found
683,684,1967,6,not found
684,685,1967,7,"Warm, dry and sunny"
685,686,1967,8,Rainy with temperatures up to 24.4 °C (75.9 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1]
686,687,1967,9,"Warm, dry"
687,688,1967,10,Sunny
688,689,1967,11,not found
689,690,1966,1,"Overcast, Mild, Dry"
690,691,1966,2,Overcast and wet
691,692,1966,3,"Hot, dry"
692,693,1966,4,"Wet, drying later"
693,694,1966,5,"Sunny, Mild, Dry"
694,695,1966,6,Overcast and wet
695,696,1966,7,"Warm, dry and sunny"
696,697,1966,8,"Cool, dry"
697,698,1966,9,"Warm, clear"
698,699,1965,1,not found
699,700,1965,2,not found
700,701,1965,3,Heavy rain
701,702,1965,4,Sunny
702,703,1965,5,"Warm, dry and overcast"
703,704,1965,6,not found
704,705,1965,7,Overcast and dry
705,706,1965,8,not found
706,707,1965,9,"Rainy, windy, cold"
707,708,1965,10,not found
708,709,1964,1,not found
709,710,1964,2,Dry
710,711,1964,3,Dry
711,712,1964,4,Dry
712,713,1964,5,"Warm, dry"
713,714,1964,6,Dry
714,715,1964,7,Dry
715,716,1964,8,Dry
716,717,1964,9,"Sunny, warm"
717,718,1964,10,not found
718,719,1963,1,"Warm, dry and sunny"
719,720,1963,2,Wet and overcast
720,721,1963,3,Sunny
721,722,1963,4,"Sunny, then rain"
722,723,1963,5,"Warm, dry and sunny"
723,724,1963,6,"Warm, dry and sunny, 21C."
724,725,1963,7,"Warm, dry and sunny"
725,726,1963,8,Sunny
726,727,1963,9,"Overcast, dry"
727,728,1963,10,"Hot, dry and windy"
728,729,1962,1,Sunny
729,730,1962,2,Cloudy
730,731,1962,3,Sunny
731,732,1962,4,Sunny
732,733,1962,5,Sunny
733,734,1962,6,Heavy rain showers
734,735,1962,7,"Dry, with rain later"
735,736,1962,8,Sunny
736,737,1962,9,"Dry, windy"
737,738,1961,1,Sunny
738,739,1961,2,Sunny
739,740,1961,3,Sunny
740,741,1961,4,Sunny
741,742,1961,5,"Torrential rain, drying later"
742,743,1961,6,Wet
743,744,1961,7,Sunny
744,745,1961,8,Temperatures up to 22 °C (72 °F);Wind speeds up to 16.48 km/h (10.24 mph)[1]
745,746,1960,1,Dry
746,747,1960,2,not found
747,748,1960,3,not found
748,749,1960,4,not found
749,750,1960,5,not found
750,751,1960,6,Dry
751,752,1960,7,"Dry, overcast."
752,753,1960,8,not found
753,754,1960,9,"Warm, dry"
754,755,1960,10,Temperatures up to 24.4 °C (75.9 °F);Wind speeds up to 18.33 km/h (11.39 mph)[1]
755,756,1959,1,"Hot, clear"
756,757,1959,2,not found
757,758,1959,3,Sunny
758,759,1959,4,"Hot, dry"
759,760,1959,5,Dry and sunny.
760,761,1959,6,Dry and dull.
761,762,1959,7,Hot and clear.
762,763,1959,8,Dry and sunny
763,764,1959,9,Sunny with temperatures reaching up to 25 °C (77 °F);Winds speeds up to 25.93 km/h (16.11 mph)[1]
764,765,1958,1,not found
765,766,1958,2,not found
766,767,1958,3,not found
767,768,1958,4,not found
768,769,1958,5,"Hot, dry"
769,770,1958,6,not found
770,771,1958,7,not found
771,772,1958,8,not found
772,773,1958,9,not found
773,774,1958,10,not found
774,775,1958,11,"Warm, dry, sunny"
775,776,1957,1,not found
776,777,1957,2,not found
777,778,1957,3,"Slightly overcast, dry track"
778,779,1957,4,not found
779,780,1957,5,"Overcast, dry."
780,781,1957,6,not found
781,782,1957,7,"Sunny, very hot, dry"
782,783,1957,8,not found
783,784,1956,1,Overcast but dry
784,785,1956,2,"Warm, dry, sunny"
785,786,1956,3,"Overcast, dry track"
786,787,1956,4,"Wet and overcast, later drying"
787,788,1956,5,not found
788,789,1956,6,"Overcast, dry"
789,790,1956,7,not found
790,791,1956,8,"Cloudy, warm, alternating light rain"
791,792,1955,1,Very hot and dry
792,793,1955,2,not found
793,794,1955,3,Cool and windy
794,795,1955,4,not found
795,796,1955,5,Drizzly
796,797,1955,6,"Hot, dry.[1]"
797,798,1955,7,not found
798,799,1954,1,"Overcast, wet"
799,800,1954,2,Very hot and sunny
800,801,1954,3,"Sunny, mild, dry"
801,802,1954,4,"Overcast, wet"
802,803,1954,5,"Cold, wet (heavy rain).[1]"
803,804,1954,6,"Sunny, dry"
804,805,1954,7,Rain
805,806,1954,8,"Sunny, mild, dry"
806,807,1954,9,"Sunny, mild, dry"
807,808,1953,1,"Hot, dry"
808,809,1953,2,Extremely hot
809,810,1953,3,"Sunny, mild, dry"
810,811,1953,4,"Hot, dry"
811,812,1953,5,"Hot, dry"
812,813,1953,6,"Overcast, showers"
813,814,1953,7,"Sunny, mild, dry"
814,815,1953,8,"Sunny, mild, dry"
815,816,1953,9,"Sunny, mild, dry"
816,817,1952,1,Sunny
817,818,1952,2,Warm and sunny
818,819,1952,3,Rain
819,820,1952,4,Rain
820,821,1952,5,"Overcast, dry."
821,822,1952,6,Sunny
822,823,1952,7,Rainy
823,824,1952,8,Sunny
824,825,1951,1,"Overcast, rain"
825,826,1951,2,Warm and sunny
826,827,1951,3,"Sunny, Mild, Dry"
827,828,1951,4,"Sunny, Hot, Dry"
828,829,1951,5,"Mild, Dry"
829,830,1951,6,"Sunny, Mild, Dry"
830,831,1951,7,Warm and sunny
831,832,1951,8,"Hot, Dry"
832,833,1950,1,"Sunny, mild, dry."
833,834,1950,2,not found
834,835,1950,3,Rainy
835,836,1950,4,"Warm, dry and sunny"
836,837,1950,5,"Warm, dry and sunny"
837,838,1950,6,Hot and sunny
838,839,1950,7,"Warm, hot and sunny"
839,841,2011,1,"Sunny, 18°C"
840,842,2011,2,"Cloudy, dry"
841,843,2011,3,Fine and Dry[1] Air Temp 22 °C (72 °F)[1] Track Temp 32 °C (90 °F) dropping to 26 °C (79 °F)[1]
842,844,2011,4,"Sunny, Fine and Dry[2] Air Temp 17 °C (63 °F)[2] Track Temp 35 °C (95 °F) dropping to 30 °C (86 °F)[2]"
843,845,2011,5,"Mainly sunny, Fine and Dry[3][4] Air Temp 27 °C (81 °F)[4] Track Temp 33 °C (91 °F) to 44 °C (111 °F)[4]"
844,846,2011,6,"Sunny, Fine and Dry[2]Air Temp 24 °C (75 °F)[2]Track Temp 44 °C (111 °F)[2]"
845,847,2011,7,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[2]"
846,848,2011,8,"Clear, Fine and Dry[1][2]Air Temp 27 °C (81 °F)[2]Track Temp 47 °C (117 °F)[2]"
847,849,2011,9,Wet track at start; subsequently drying.[1]Air Temp 20 °C (68 °F)[1]Track Temp 22 °C (72 °F)[1]
848,850,2011,10,"Cloudy, (light) rain at start"
849,851,2011,11,"Cloudy, rain showers"
850,852,2011,12,"Cloudy, dry"
851,853,2011,13,Mainly sunny
852,854,2011,14,Hot and humid Air Temp 31 °C (88 °F)[1]
853,855,2011,15,Sunny and dry Air Temp 24 °C (75 °F)[3]
854,856,2011,16,"Dry, light rain at the start Air Temp 21 °C (70 °F)[2]"
855,857,2011,17,Fine and Dry Air Temp 30 °C (86 °F)[1]
856,858,2011,18,Fine and Dry Air Temp 25 °C (77 °F)[1]
857,859,2011,19,Fine Air Temp 24 °C (75 °F) Track Temp 43 °C (109 °F)[1]
858,860,2012,1,Fine[1] Air Temp 22 °C (72 °F)[1] Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F)[1]
859,861,2012,2,Heavy rain clearing to cloudy and dry[2] Air Temp 26 °C (79 °F)[2]  Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F) [2]
860,862,2012,3,Overcast but Dry[1] Air Temp 22 °C (72 °F)[1] Track Temp 23 °C (73 °F)[1]
861,863,2012,4,Sunny and hot[1][2] Air Temp 27 °C (81 °F)[2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[2]
862,864,2012,5,"Partially cloudy, dry: Air 23 °C (73 °F), Track 36 °C (97 °F)"
863,865,2012,6,"Fine and Dry, showers threatening at end[2] Air Temp 21 °C (70 °F)[2] Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F)[2]"
864,866,2012,7,"Fine, dry and warm;[2] with air temperature approaching 29 °C (84 °F)[2] Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F)[2]"
865,867,2012,8,Fine and Dry[2] Air Temp 27 °C (81 °F)[2] Track Temp 45 °C (113 °F)[2]
866,868,2012,9,DryAir Temp 20 °C (68 °F)[2]Track Temp 31 °C (88 °F)[2]
867,869,2012,10,Fine and Dry[2] Air Temp 22 °C (72 °F)[2] Track Temp 30 °C (86 °F)[2]
868,870,2012,11,Fine and Dry. Very Hot[2][3] Air Temp 30 °C (86 °F)[3] Track Temp 45 °C (113 °F)[3]
869,871,2012,12,Fine and Dry[4] Air Temp 23 °C (73 °F)[4] Track Temp 33 °C (91 °F)[4]
870,872,2012,13,Dry and sizzlingly sunny[2] Air temp 28 °C (82 °F)[2] Track temp 40 °C (104 °F)[2]
871,873,2012,14,Hot and humid[2]Air Temp 29 °C (84 °F)[2]Track Temp 31 °C (88 °F)[2]
872,874,2012,15,Fine and Dry[2] Air Temp 23 °C (73 °F)[2] Track Temp 32 °C (90 °F)[2]
873,875,2012,16,Fine and Dry[3] Air Temp 21 °C (70 °F)[3] Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F)[3]
874,876,2012,17,"Fine, Dry, a little hazy and a little dusty[2] Air Temp 30 °C (86 °F)[2] Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F)[2]"
875,877,2012,18,Dry[2] Air Temp 29 °C (84 °F)[2] Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F)[2]
876,878,2012,19,Scattered clouds[2][3]Air temp 24 °C (75 °F)[3]Track temp 32 °C (90 °F)[3]
877,879,2012,20,"Race start: drops of rain, light rain shower getting heavier at the end.[2] Air Temp 19 °C (66 °F)[2] Track Temp 21 °C (70 °F)[2]"
878,880,2013,1,"Scattered Clouds, Fine and Dry[2] Air Temp 18 °C (64 °F)[2] Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F)[2]"
879,881,2013,2,Light rain clearing to cloudy and dry
880,882,2013,3,Cloudy
881,883,2013,4,Sunny
882,884,2013,5,Sunny
883,885,2013,6,Warm and sunny
884,886,2013,7,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2]
885,887,2013,8,Dry
886,888,2013,9,Sunny
887,890,2013,10,"Very hot and sunny, 35°C."
888,891,2013,11,Cloudy
889,892,2013,12,Cloudy
890,893,2013,13,Dry and 29 degrees
891,894,2013,14,Cloudy with maximum temperatures reaching 29 degrees during the day
892,895,2013,15,Warm and sunny
893,896,2013,16,"Sunny, haze"
894,897,2013,17,Clear
895,898,2013,18,"Partly cloudy, warmTemperatures reaching up to 89.1 °F (31.7 °C); wind speeds approaching speeds of 11.1 miles per hour (17.9 km/h)[2]"
896,899,2013,19,"Cloudy, Air Temp: 18°C"
897,900,2014,1,"Overcast, 19 °C(66 °F)"
898,901,2014,2,"Dry, 32°C"
899,902,2014,3,Dry
900,903,2014,4,"Mostly cloudy, dry"
901,904,2014,5,Sunny
902,905,2014,6,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F)."
903,906,2014,7,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5]
904,907,2014,8,"Partially cloudy, hot and dry"
905,908,2014,9,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.
906,909,2014,10,Cloudy with maximum temperatures reaching 26 degrees during the day.
907,910,2014,11,"Overcast. Wet track at start, then drying.Scattered thunderstorms during the day, temperatures reaching a maximum of 26 degrees.[1]"
908,911,2014,12,Mostly cloudy
909,912,2014,13,"Sunny; Air: 25 °C (77 °F), Track: 37 to 42 °C (99 to 108 °F)"
910,913,2014,14,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).
911,914,2014,15,Rain. Air: 20 °C (68 °F) Track: 24 °C (75 °F)
912,915,2014,16,"Fine and dry;21 °C (70 °F) ambient temperature,33 °C (91 °F) track temperature[4]"
913,916,2014,17,Sunny
914,917,2014,18,"Sunny, Air: 23 to 24 °C (73 to 75 °F), Track: 46 to 50 °C (115 to 122 °F)"
915,918,2014,19,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).[2] (Night race)"
916,931,2015,6,Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1.5 m/s (4.9 ft/s) wind from the west[2]
917,932,2015,7,Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north[2]
918,929,2015,4,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]"
919,930,2015,5,Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3]
920,928,2015,3,Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1]
921,926,2015,1,Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south[3]
922,927,2015,2,Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6.6 ft/s) wind from the south[3]
923,933,2015,8,Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6.6 ft/s) wind from the west[2]
924,934,2015,9,"Cloudy, rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2.5 m/s (8.2 ft/s) wind from the east[2]"
925,936,2015,10,Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3.2 m/s (10 ft/s) wind from the east[2]
926,937,2015,11,Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3.5 m/s (11 ft/s) wind from the northwest[2]
927,938,2015,12,Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1.5 m/s (4.9 ft/s) wind from changing directions[2]
928,939,2015,13,Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0.5 m/s (1.6 ft/s) wind from the west[2]
929,940,2015,14,Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2]
930,941,2015,15,Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[2]
931,942,2015,16,Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south[2]
932,943,2015,17,Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1.5 m/s (4.9 ft/s) wind from the northwest[2]
933,944,2015,18,Dry22–28 °C (72–82 °F) air temperature38–48 °C (100–118 °F) track temperature2.5 m/s (8.2 ft/s) wind from the north[2]
934,945,2015,19,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3]
935,948,2016,1,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4]
936,949,2016,2,Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4]
937,950,2016,3,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4]
938,951,2016,4,Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southwest[4]
939,952,2016,5,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]
940,953,2016,6,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]"
941,954,2016,7,Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4]
942,955,2016,8,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4]
943,956,2016,9,Cloudy
944,957,2016,10,"Wet at start, dry later"
945,958,2016,11,Sunny
946,959,2016,12,Partially cloudy and dry
947,960,2016,13,Partially cloudy and dry
948,961,2016,14,"Sunny, warm"
949,962,2016,15,Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2]
950,963,2016,16,Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2]
951,964,2016,17,Cloudy
952,965,2016,18,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2]
953,966,2016,19,Sunny
954,967,2016,20,Rain and 16 °C (60.8 °F)
955,968,2016,21,Sunny
956,969,2017,1,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3]
957,970,2017,2,"Light rain at start, drying later."
958,971,2017,3,Clear
959,972,2017,4,Sunny
960,973,2017,5,Sunny
961,974,2017,6,Sunny
962,975,2017,7,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4]
963,976,2017,8,Sunny
964,977,2017,9,Partly cloudy
965,978,2017,10,Overcast
966,979,2017,11,Sunny
967,980,2017,12,Partially cloudy and dry
968,981,2017,13,Sunny
969,982,2017,14,"Wet at start, then drying. Air temperature: 28°C (82°F)"
970,983,2017,15,Cloudy
971,984,2017,16,Sunny
972,985,2017,17,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4]
973,986,2017,18,"Sunny, dry"
974,987,2017,19,Sunny
975,988,2017,20,Clear
976,989,2018,1,Sunny
977,990,2018,2,Clear
978,991,2018,3,Sunny
979,992,2018,4,Cloudy
980,993,2018,5,"Partially cloudy and dry, 16°C and cold."
981,994,2018,6,Sunny
982,995,2018,7,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2]
983,996,2018,8,"Partially cloudy, warm and dry"
984,997,2018,9,Sunny
985,998,2018,10,Sunny 27.0 °C (80.6 °F)[2]
986,999,2018,11,Overcast with intermittent rain
987,1000,2018,12,Sunny
988,1001,2018,13,Cloudy
989,1002,2018,14,Sunny
990,1003,2018,15,Clear
991,1004,2018,16,Cloudy
992,1005,2018,17,Partly cloudy
993,1006,2018,18,Partly cloudy
994,1007,2018,19,Sunny
995,1008,2018,20,Cloudy
996,1009,2018,21,Clear
997,1010,2019,1,Sunny
998,1011,2019,2,Clear
999,1012,2019,3,Partly cloudy
1000,1013,2019,4,Mostly sunny
1001,1014,2019,5,Sunny
1002,1015,2019,6,Overcast
1003,1016,2019,7,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2]
1004,1017,2019,8,Clear
1005,1018,2019,9,"Sunny, 36C (97F)"
1006,1019,2019,10,Partly cloudy
1007,1020,2019,11,"Early rain, Late clouds"
1008,1021,2019,12,Sunny
1009,1022,2019,13,Partly cloudy
1010,1023,2019,14,Partly cloudy
1011,1024,2019,15,Slightly hazy
1012,1025,2019,16,Partly cloudy
1013,1026,2019,17,Sunny
1014,1027,2019,18,Partly cloudy
1015,1028,2019,19,Sunny
1016,1029,2019,20,Sunny
